Unnamed: 0,previous_state,current_state
4072,"[[4, 6, 2], [8, 7, 3], [0, 1, 5]]","[[4, 6, 2], [0, 7, 3], [8, 1, 5]]"
4073,"[[4, 6, 2], [1, 8, 7], [0, 5, 3]]","[[4, 6, 2], [1, 8, 7], [5, 0, 3]]"
4074,"[[4, 6, 2], [5, 1, 3], [7, 0, 8]]","[[4, 6, 2], [5, 0, 3], [7, 1, 8]]"
4075,"[[4, 6, 2], [5, 1, 3], [7, 0, 8]]","[[4, 6, 2], [5, 1, 3], [0, 7, 8]]"
4076,"[[4, 6, 3], [8, 5, 7], [2, 1, 0]]","[[4, 6, 3], [8, 5, 7], [2, 0, 1]]"
4077,"[[4, 6, 3], [8, 0, 2], [5, 7, 1]]","[[4, 6, 3], [8, 7, 2], [5, 0, 1]]"
4078,"[[4, 6, 8], [1, 2, 0], [5, 7, 3]]","[[4, 6, 8], [1, 0, 2], [5, 7, 3]]"
4079,"[[4, 7, 6], [8, 2, 3], [0, 1, 5]]","[[4, 7, 6], [0, 2, 3], [8, 1, 5]]"
4080,"[[4, 7, 6], [8, 0, 3], [1, 2, 5]]","[[4, 7, 6], [0, 8, 3], [1, 2, 5]]"
4081,"[[4, 8, 2], [1, 7, 6], [0, 5, 3]]","[[4, 8, 2], [0, 7, 6], [1, 5, 3]]"
4082,"[[4, 8, 2], [1, 6, 3], [5, 7, 0]]","[[4, 8, 2], [1, 6, 3], [5, 0, 7]]"
4083,"[[0, 8, 3], [4, 6, 7], [1, 5, 2]]","[[4, 8, 3], [0, 6, 7], [1, 5, 2]]"
4084,"[[0, 5, 6], [2, 1, 3], [4, 8, 7]]","[[5, 0, 6], [2, 1, 3], [4, 8, 7]]"
4085,"[[5, 1, 8], [2, 4, 6], [7, 0, 3]]","[[5, 1, 8], [2, 4, 6], [7, 3, 0]]"
4086,"[[5, 1, 8], [7, 2, 6], [4, 0, 3]]","[[5, 1, 8], [7, 0, 6], [4, 2, 3]]"
4087,"[[5, 1, 8], [7, 2, 6], [4, 0, 3]]","[[5, 1, 8], [7, 2, 6], [4, 3, 0]]"
4088,"[[0, 4, 2], [5, 1, 6], [8, 7, 3]]","[[5, 4, 2], [0, 1, 6], [8, 7, 3]]"
4089,"[[5, 8, 6], [7, 0, 2], [1, 4, 3]]","[[5, 8, 6], [0, 7, 2], [1, 4, 3]]"
4090,"[[5, 8, 6], [7, 4, 2], [1, 3, 0]]","[[5, 8, 6], [7, 4, 0], [1, 3, 2]]"
4091,"[[0, 6, 2], [4, 7, 1], [8, 5, 3]]","[[6, 0, 2], [4, 7, 1], [8, 5, 3]]"
4092,"[[0, 6, 2], [4, 8, 7], [1, 5, 3]]","[[6, 0, 2], [4, 8, 7], [1, 5, 3]]"
4093,"[[0, 6, 3], [1, 4, 2], [5, 7, 8]]","[[6, 0, 3], [1, 4, 2], [5, 7, 8]]"
4094,"[[0, 6, 3], [4, 1, 7], [8, 5, 2]]","[[6, 0, 3], [4, 1, 7], [8, 5, 2]]"
4095,"[[0, 6, 3], [8, 1, 2], [5, 7, 4]]","[[6, 0, 3], [8, 1, 2], [5, 7, 4]]"
4096,"[[0, 6, 3], [8, 5, 4], [2, 1, 7]]","[[6, 0, 3], [8, 5, 4], [2, 1, 7]]"
4097,"[[6, 1, 2], [8, 0, 3], [5, 4, 7]]","[[6, 1, 2], [0, 8, 3], [5, 4, 7]]"
4098,"[[6, 1, 2], [8, 0, 3], [5, 4, 7]]","[[6, 1, 2], [8, 4, 3], [5, 0, 7]]"
4099,"[[6, 1, 3], [5, 8, 4], [0, 2, 7]]","[[6, 1, 3], [5, 8, 4], [2, 0, 7]]"
4100,"[[6, 0, 3], [8, 1, 7], [5, 4, 2]]","[[6, 1, 3], [8, 0, 7], [5, 4, 2]]"
4101,"[[6, 1, 3], [8, 2, 4], [5, 7, 0]]","[[6, 1, 3], [8, 2, 0], [5, 7, 4]]"
4102,"[[6, 2, 0], [8, 1, 3], [5, 4, 7]]","[[6, 2, 3], [8, 1, 0], [5, 4, 7]]"
4103,"[[6, 8, 2], [4, 0, 1], [5, 7, 3]]","[[6, 8, 2], [0, 4, 1], [5, 7, 3]]"
4104,"[[6, 8, 2], [4, 0, 1], [5, 7, 3]]","[[6, 8, 2], [4, 7, 1], [5, 0, 3]]"
4105,"[[6, 8, 3], [4, 0, 1], [5, 2, 7]]","[[6, 8, 3], [0, 4, 1], [5, 2, 7]]"
4106,"[[7, 1, 8], [0, 2, 6], [4, 5, 3]]","[[7, 1, 8], [2, 0, 6], [4, 5, 3]]"
4107,"[[7, 8, 6], [1, 0, 2], [5, 4, 3]]","[[7, 8, 6], [0, 1, 2], [5, 4, 3]]"
4108,"[[7, 8, 6], [1, 4, 2], [5, 3, 0]]","[[7, 8, 6], [1, 4, 0], [5, 3, 2]]"
4109,"[[8, 4, 2], [1, 0, 6], [7, 5, 3]]","[[8, 0, 2], [1, 4, 6], [7, 5, 3]]"
4110,"[[8, 2, 0], [1, 5, 6], [4, 7, 3]]","[[8, 0, 2], [1, 5, 6], [4, 7, 3]]"
4111,"[[0, 8, 2], [4, 1, 6], [5, 7, 3]]","[[8, 0, 2], [4, 1, 6], [5, 7, 3]]"
4112,"[[8, 6, 2], [7, 0, 3], [1, 4, 5]]","[[8, 0, 2], [7, 6, 3], [1, 4, 5]]"
4113,"[[8, 3, 4], [2, 0, 5], [1, 7, 6]]","[[8, 0, 4], [2, 3, 5], [1, 7, 6]]"
4114,"[[8, 4, 6], [2, 0, 3], [7, 1, 5]]","[[8, 0, 6], [2, 4, 3], [7, 1, 5]]"
4115,"[[8, 2, 6], [4, 1, 3], [5, 0, 7]]","[[8, 2, 6], [4, 0, 3], [5, 1, 7]]"
4116,"[[8, 3, 4], [2, 0, 5], [1, 7, 6]]","[[8, 3, 4], [2, 7, 5], [1, 0, 6]]"
4117,"[[8, 4, 2], [5, 6, 0], [1, 7, 3]]","[[8, 4, 0], [5, 6, 2], [1, 7, 3]]"
4118,"[[8, 4, 1], [5, 3, 6], [0, 2, 7]]","[[8, 4, 1], [5, 3, 6], [2, 0, 7]]"
4119,"[[0, 4, 2], [8, 6, 3], [5, 1, 7]]","[[8, 4, 2], [0, 6, 3], [5, 1, 7]]"
4120,"[[8, 4, 2], [5, 7, 6], [1, 0, 3]]","[[8, 4, 2], [5, 7, 6], [0, 1, 3]]"
4121,"[[8, 4, 2], [5, 7, 6], [1, 0, 3]]","[[8, 4, 2], [5, 7, 6], [1, 3, 0]]"
4122,"[[8, 4, 6], [1, 5, 3], [7, 0, 2]]","[[8, 4, 6], [1, 0, 3], [7, 5, 2]]"
4123,"[[8, 4, 6], [1, 5, 3], [7, 0, 2]]","[[8, 4, 6], [1, 5, 3], [0, 7, 2]]"
4124,"[[8, 4, 6], [2, 0, 3], [7, 1, 5]]","[[8, 4, 6], [2, 1, 3], [7, 0, 5]]"
4125,"[[8, 4, 6], [7, 5, 1], [3, 0, 2]]","[[8, 4, 6], [7, 5, 1], [3, 2, 0]]"
4126,"[[8, 4, 6], [7, 5, 3], [0, 2, 1]]","[[8, 4, 6], [7, 5, 3], [2, 0, 1]]"
4127,"[[8, 5, 4], [2, 7, 6], [0, 1, 3]]","[[8, 5, 4], [0, 7, 6], [2, 1, 3]]"
4128,"[[8, 5, 4], [2, 7, 6], [1, 3, 0]]","[[8, 5, 4], [2, 7, 0], [1, 3, 6]]"
4129,"[[8, 6, 1], [5, 4, 0], [2, 7, 3]]","[[8, 6, 1], [5, 0, 4], [2, 7, 3]]"
4130,"[[8, 6, 2], [5, 4, 3], [0, 7, 1]]","[[8, 6, 2], [0, 4, 3], [5, 7, 1]]"
4131,"[[8, 6, 2], [7, 4, 3], [0, 1, 5]]","[[8, 6, 2], [0, 4, 3], [7, 1, 5]]"
4132,"[[8, 6, 2], [5, 0, 3], [4, 1, 7]]","[[8, 6, 2], [5, 3, 0], [4, 1, 7]]"
4133,"[[8, 6, 2], [5, 0, 3], [7, 4, 1]]","[[8, 6, 2], [5, 3, 0], [7, 4, 1]]"
4134,"[[8, 6, 3], [1, 7, 2], [0, 5, 4]]","[[8, 6, 3], [0, 7, 2], [1, 5, 4]]"
4135,"[[8, 6, 3], [4, 7, 2], [1, 5, 0]]","[[8, 6, 3], [4, 7, 2], [1, 0, 5]]"
4136,"[[8, 6, 0], [7, 4, 3], [1, 2, 5]]","[[8, 6, 3], [7, 4, 0], [1, 2, 5]]"
4137,"[[8, 6, 5], [2, 0, 4], [1, 7, 3]]","[[8, 6, 5], [0, 2, 4], [1, 7, 3]]"
4138,"[[1, 0, 2], [6, 8, 3], [5, 4, 7]]","[[0, 1, 2], [6, 8, 3], [5, 4, 7]]"
4139,"[[1, 0, 4], [6, 8, 3], [2, 5, 7]]","[[0, 1, 4], [6, 8, 3], [2, 5, 7]]"
4140,"[[2, 0, 1], [4, 3, 6], [5, 8, 7]]","[[0, 2, 1], [4, 3, 6], [5, 8, 7]]"
4141,"[[8, 2, 3], [0, 1, 4], [5, 7, 6]]","[[0, 2, 3], [8, 1, 4], [5, 7, 6]]"
4142,"[[8, 2, 4], [0, 6, 3], [7, 1, 5]]","[[0, 2, 4], [8, 6, 3], [7, 1, 5]]"
4143,"[[2, 0, 6], [8, 4, 3], [5, 1, 7]]","[[0, 2, 6], [8, 4, 3], [5, 1, 7]]"
4144,"[[2, 0, 6], [8, 4, 7], [1, 5, 3]]","[[0, 2, 6], [8, 4, 7], [1, 5, 3]]"
4145,"[[1, 3, 2], [0, 4, 6], [8, 5, 7]]","[[0, 3, 2], [1, 4, 6], [8, 5, 7]]"
4146,"[[4, 0, 2], [8, 6, 5], [7, 1, 3]]","[[0, 4, 2], [8, 6, 5], [7, 1, 3]]"
4147,"[[4, 0, 3], [2, 6, 7], [8, 1, 5]]","[[0, 4, 3], [2, 6, 7], [8, 1, 5]]"
4148,"[[8, 4, 6], [0, 1, 5], [7, 2, 3]]","[[0, 4, 6], [8, 1, 5], [7, 2, 3]]"
4149,"[[8, 6, 2], [0, 5, 3], [4, 1, 7]]","[[0, 6, 2], [8, 5, 3], [4, 1, 7]]"
4150,"[[8, 0, 1], [2, 4, 6], [5, 7, 3]]","[[0, 8, 1], [2, 4, 6], [5, 7, 3]]"
4151,"[[1, 2, 0], [5, 3, 6], [4, 8, 7]]","[[1, 0, 2], [5, 3, 6], [4, 8, 7]]"
4152,"[[1, 2, 3], [5, 0, 6], [7, 8, 4]]","[[1, 0, 3], [5, 2, 6], [7, 8, 4]]"
4153,"[[1, 4, 0], [5, 6, 8], [2, 7, 3]]","[[1, 0, 4], [5, 6, 8], [2, 7, 3]]"
4154,"[[1, 8, 4], [7, 0, 2], [3, 5, 6]]","[[1, 0, 4], [7, 8, 2], [3, 5, 6]]"
4155,"[[0, 1, 6], [4, 5, 8], [2, 7, 3]]","[[1, 0, 6], [4, 5, 8], [2, 7, 3]]"
4156,"[[1, 8, 0], [5, 6, 2], [7, 3, 4]]","[[1, 0, 8], [5, 6, 2], [7, 3, 4]]"
4157,"[[1, 0, 2], [5, 4, 6], [7, 8, 3]]","[[1, 2, 0], [5, 4, 6], [7, 8, 3]]"
4158,"[[1, 2, 8], [7, 5, 0], [4, 3, 6]]","[[1, 2, 0], [7, 5, 8], [4, 3, 6]]"
4159,"[[1, 2, 3], [4, 0, 7], [5, 6, 8]]","[[1, 2, 3], [4, 7, 0], [5, 6, 8]]"
4160,"[[1, 2, 3], [5, 6, 4], [7, 8, 0]]","[[1, 2, 3], [5, 6, 4], [7, 0, 8]]"
4161,"[[1, 2, 3], [5, 0, 6], [7, 8, 4]]","[[1, 2, 3], [5, 8, 6], [7, 0, 4]]"
4162,"[[1, 2, 4], [6, 8, 3], [5, 7, 0]]","[[1, 2, 4], [6, 8, 3], [5, 0, 7]]"
4163,"[[1, 2, 6], [4, 7, 5], [0, 8, 3]]","[[1, 2, 6], [0, 7, 5], [4, 8, 3]]"
4164,"[[1, 2, 6], [5, 8, 3], [4, 7, 0]]","[[1, 2, 6], [5, 8, 0], [4, 7, 3]]"
4165,"[[1, 3, 2], [4, 5, 6], [0, 8, 7]]","[[1, 3, 2], [0, 5, 6], [4, 8, 7]]"
4166,"[[1, 3, 2], [4, 5, 6], [8, 7, 0]]","[[1, 3, 2], [4, 5, 0], [8, 7, 6]]"
4167,"[[1, 3, 2], [4, 6, 0], [8, 5, 7]]","[[1, 3, 2], [4, 6, 7], [8, 5, 0]]"
4168,"[[1, 3, 2], [4, 6, 0], [5, 7, 8]]","[[1, 3, 2], [4, 6, 8], [5, 7, 0]]"
4169,"[[1, 3, 2], [0, 4, 6], [8, 5, 7]]","[[1, 3, 2], [8, 4, 6], [0, 5, 7]]"
4170,"[[1, 3, 8], [4, 6, 7], [0, 5, 2]]","[[1, 3, 8], [0, 6, 7], [4, 5, 2]]"
4171,"[[1, 4, 6], [7, 5, 3], [8, 0, 2]]","[[1, 4, 6], [7, 5, 3], [8, 2, 0]]"
4172,"[[1, 4, 6], [7, 8, 3], [2, 5, 0]]","[[1, 4, 6], [7, 8, 3], [2, 0, 5]]"
4173,"[[1, 4, 8], [5, 7, 6], [0, 2, 3]]","[[1, 4, 8], [0, 7, 6], [5, 2, 3]]"
4174,"[[1, 4, 8], [5, 6, 3], [2, 7, 0]]","[[1, 4, 8], [5, 6, 3], [2, 0, 7]]"
4175,"[[1, 6, 2], [4, 0, 7], [8, 5, 3]]","[[1, 6, 2], [0, 4, 7], [8, 5, 3]]"
4176,"[[1, 6, 8], [2, 4, 3], [5, 0, 7]]","[[1, 6, 8], [2, 0, 3], [5, 4, 7]]"
4177,"[[1, 7, 8], [4, 6, 0], [5, 3, 2]]","[[1, 7, 0], [4, 6, 8], [5, 3, 2]]"
4178,"[[1, 7, 6], [4, 5, 2], [8, 3, 0]]","[[1, 7, 6], [4, 5, 0], [8, 3, 2]]"
4179,"[[1, 7, 8], [4, 6, 0], [5, 3, 2]]","[[1, 7, 8], [4, 6, 2], [5, 3, 0]]"
4180,"[[1, 7, 8], [0, 4, 6], [5, 3, 2]]","[[1, 7, 8], [5, 4, 6], [0, 3, 2]]"
4181,"[[1, 8, 2], [6, 4, 3], [0, 5, 7]]","[[1, 8, 2], [0, 4, 3], [6, 5, 7]]"
4182,"[[1, 8, 3], [6, 4, 7], [5, 0, 2]]","[[1, 8, 3], [6, 4, 7], [0, 5, 2]]"
4183,"[[1, 8, 4], [5, 2, 3], [6, 0, 7]]","[[1, 8, 4], [5, 0, 3], [6, 2, 7]]"
4184,"[[1, 8, 4], [6, 0, 3], [5, 7, 2]]","[[1, 8, 4], [6, 3, 0], [5, 7, 2]]"
4185,"[[1, 8, 4], [6, 0, 3], [5, 7, 2]]","[[1, 8, 4], [6, 7, 3], [5, 0, 2]]"
4186,"[[1, 8, 4], [7, 0, 2], [3, 5, 6]]","[[1, 8, 4], [7, 2, 0], [3, 5, 6]]"
4187,"[[1, 8, 6], [7, 5, 4], [3, 2, 0]]","[[1, 8, 6], [7, 5, 0], [3, 2, 4]]"
4188,"[[2, 8, 4], [1, 0, 6], [7, 5, 3]]","[[2, 0, 4], [1, 8, 6], [7, 5, 3]]"
4189,"[[2, 1, 8], [6, 4, 0], [5, 7, 3]]","[[2, 1, 0], [6, 4, 8], [5, 7, 3]]"
4190,"[[2, 1, 4], [0, 8, 3], [5, 6, 7]]","[[2, 1, 4], [5, 8, 3], [0, 6, 7]]"
4191,"[[2, 1, 4], [7, 5, 6], [8, 3, 0]]","[[2, 1, 4], [7, 5, 0], [8, 3, 6]]"
4192,"[[2, 1, 6], [5, 4, 3], [8, 0, 7]]","[[2, 1, 6], [5, 4, 3], [8, 7, 0]]"
4193,"[[2, 1, 8], [6, 4, 0], [5, 7, 3]]","[[2, 1, 8], [6, 4, 3], [5, 7, 0]]"
4194,"[[2, 0, 3], [4, 6, 5], [1, 7, 8]]","[[2, 3, 0], [4, 6, 5], [1, 7, 8]]"
4195,"[[2, 0, 3], [6, 8, 4], [1, 5, 7]]","[[2, 3, 0], [6, 8, 4], [1, 5, 7]]"
4196,"[[2, 0, 1], [4, 3, 6], [5, 8, 7]]","[[2, 3, 1], [4, 0, 6], [5, 8, 7]]"
4197,"[[2, 3, 8], [4, 6, 7], [1, 5, 0]]","[[2, 3, 8], [4, 6, 7], [1, 0, 5]]"
4198,"[[0, 4, 1], [2, 3, 6], [8, 5, 7]]","[[2, 4, 1], [0, 3, 6], [8, 5, 7]]"
4199,"[[2, 4, 6], [1, 0, 3], [8, 5, 7]]","[[2, 4, 6], [1, 3, 0], [8, 5, 7]]"
4200,"[[2, 4, 6], [0, 8, 7], [1, 5, 3]]","[[2, 4, 6], [1, 8, 7], [0, 5, 3]]"
4201,"[[2, 4, 6], [0, 8, 3], [5, 1, 7]]","[[2, 4, 6], [5, 8, 3], [0, 1, 7]]"
4202,"[[2, 4, 6], [8, 7, 3], [1, 0, 5]]","[[2, 4, 6], [8, 7, 3], [0, 1, 5]]"
4203,"[[2, 5, 1], [4, 0, 6], [7, 8, 3]]","[[2, 5, 1], [0, 4, 6], [7, 8, 3]]"
4204,"[[2, 5, 1], [4, 0, 6], [7, 8, 3]]","[[2, 5, 1], [4, 6, 0], [7, 8, 3]]"
4205,"[[2, 5, 1], [4, 0, 6], [7, 8, 3]]","[[2, 5, 1], [4, 8, 6], [7, 0, 3]]"
4206,"[[2, 5, 4], [8, 1, 6], [0, 7, 3]]","[[2, 5, 4], [0, 1, 6], [8, 7, 3]]"
4207,"[[2, 5, 4], [7, 8, 6], [0, 1, 3]]","[[2, 5, 4], [7, 8, 6], [1, 0, 3]]"
4208,"[[2, 0, 4], [8, 5, 1], [7, 3, 6]]","[[2, 5, 4], [8, 0, 1], [7, 3, 6]]"
4209,"[[2, 0, 6], [4, 5, 3], [1, 7, 8]]","[[2, 5, 6], [4, 0, 3], [1, 7, 8]]"
4210,"[[2, 6, 1], [0, 8, 4], [5, 7, 3]]","[[2, 6, 1], [5, 8, 4], [0, 7, 3]]"
4211,"[[2, 6, 1], [8, 4, 0], [5, 7, 3]]","[[2, 6, 1], [8, 4, 3], [5, 7, 0]]"
4212,"[[2, 6, 4], [0, 8, 3], [1, 5, 7]]","[[2, 6, 4], [1, 8, 3], [0, 5, 7]]"
4213,"[[2, 6, 4], [8, 5, 3], [1, 0, 7]]","[[2, 6, 4], [8, 5, 3], [1, 7, 0]]"
4214,"[[2, 7, 4], [1, 8, 6], [5, 0, 3]]","[[2, 7, 4], [1, 0, 6], [5, 8, 3]]"
4215,"[[2, 8, 3], [6, 4, 0], [1, 5, 7]]","[[2, 8, 0], [6, 4, 3], [1, 5, 7]]"
4216,"[[2, 8, 3], [6, 4, 0], [1, 5, 7]]","[[2, 8, 3], [6, 4, 7], [1, 5, 0]]"
4217,"[[2, 8, 3], [6, 5, 4], [1, 0, 7]]","[[2, 8, 3], [6, 5, 4], [0, 1, 7]]"
4218,"[[2, 8, 4], [5, 7, 6], [1, 0, 3]]","[[2, 8, 4], [5, 7, 6], [0, 1, 3]]"
4219,"[[2, 8, 4], [5, 7, 6], [1, 0, 3]]","[[2, 8, 4], [5, 7, 6], [1, 3, 0]]"
4220,"[[2, 8, 6], [1, 3, 7], [5, 0, 4]]","[[2, 8, 6], [1, 3, 7], [0, 5, 4]]"
4221,"[[2, 8, 6], [0, 4, 7], [1, 3, 5]]","[[2, 8, 6], [1, 4, 7], [0, 3, 5]]"
4222,"[[0, 3, 8], [2, 4, 6], [1, 5, 7]]","[[3, 0, 8], [2, 4, 6], [1, 5, 7]]"
4223,"[[3, 0, 2], [4, 1, 6], [5, 8, 7]]","[[3, 1, 2], [4, 0, 6], [5, 8, 7]]"
4224,"[[3, 0, 2], [4, 1, 6], [5, 8, 7]]","[[3, 2, 0], [4, 1, 6], [5, 8, 7]]"
4225,"[[3, 8, 0], [1, 4, 6], [5, 2, 7]]","[[3, 8, 6], [1, 4, 0], [5, 2, 7]]"
4226,"[[4, 2, 8], [3, 0, 6], [1, 5, 7]]","[[4, 0, 8], [3, 2, 6], [1, 5, 7]]"
4227,"[[0, 1, 2], [4, 6, 5], [7, 8, 3]]","[[4, 1, 2], [0, 6, 5], [7, 8, 3]]"
4228,"[[4, 1, 6], [2, 5, 8], [0, 7, 3]]","[[4, 1, 6], [2, 5, 8], [7, 0, 3]]"
4229,"[[4, 1, 8], [0, 7, 6], [5, 3, 2]]","[[4, 1, 8], [5, 7, 6], [0, 3, 2]]"
4230,"[[4, 1, 8], [0, 7, 6], [5, 3, 2]]","[[4, 1, 8], [7, 0, 6], [5, 3, 2]]"
4231,"[[4, 2, 1], [5, 6, 3], [7, 0, 8]]","[[4, 2, 1], [5, 0, 3], [7, 6, 8]]"
4232,"[[4, 2, 1], [5, 6, 3], [7, 0, 8]]","[[4, 2, 1], [5, 6, 3], [0, 7, 8]]"
4233,"[[4, 2, 8], [3, 0, 6], [1, 5, 7]]","[[4, 2, 8], [3, 6, 0], [1, 5, 7]]"
4234,"[[4, 0, 3], [2, 6, 7], [8, 1, 5]]","[[4, 3, 0], [2, 6, 7], [8, 1, 5]]"
4235,"[[4, 3, 1], [5, 0, 6], [2, 8, 7]]","[[4, 3, 1], [5, 6, 0], [2, 8, 7]]"
4236,"[[4, 3, 2], [8, 6, 7], [0, 1, 5]]","[[4, 3, 2], [0, 6, 7], [8, 1, 5]]"
4237,"[[4, 3, 2], [8, 0, 7], [1, 6, 5]]","[[4, 3, 2], [0, 8, 7], [1, 6, 5]]"
4238,"[[4, 3, 2], [8, 0, 7], [1, 6, 5]]","[[4, 3, 2], [8, 7, 0], [1, 6, 5]]"
4239,"[[4, 3, 0], [8, 6, 5], [1, 7, 2]]","[[4, 3, 5], [8, 6, 0], [1, 7, 2]]"
4240,"[[4, 5, 6], [7, 8, 2], [1, 0, 3]]","[[4, 5, 6], [7, 8, 2], [1, 3, 0]]"
4241,"[[4, 5, 6], [8, 0, 3], [1, 7, 2]]","[[4, 5, 6], [8, 3, 0], [1, 7, 2]]"
4242,"[[4, 5, 6], [8, 0, 3], [1, 7, 2]]","[[4, 5, 6], [8, 7, 3], [1, 0, 2]]"
4243,"[[4, 6, 2], [1, 3, 0], [8, 5, 7]]","[[4, 6, 0], [1, 3, 2], [8, 5, 7]]"
4244,"[[4, 6, 3], [2, 7, 0], [8, 1, 5]]","[[4, 6, 0], [2, 7, 3], [8, 1, 5]]"
4245,"[[4, 6, 2], [1, 3, 0], [8, 5, 7]]","[[4, 6, 2], [1, 3, 7], [8, 5, 0]]"
4246,"[[4, 6, 2], [0, 8, 5], [7, 1, 3]]","[[4, 6, 2], [7, 8, 5], [0, 1, 3]]"
4247,"[[4, 6, 2], [8, 1, 5], [7, 0, 3]]","[[4, 6, 2], [8, 1, 5], [0, 7, 3]]"
4248,"[[4, 6, 2], [8, 1, 5], [7, 0, 3]]","[[4, 6, 2], [8, 1, 5], [7, 3, 0]]"
4249,"[[4, 8, 1], [5, 0, 6], [7, 3, 2]]","[[4, 8, 1], [0, 5, 6], [7, 3, 2]]"
4250,"[[4, 8, 1], [5, 0, 6], [7, 3, 2]]","[[4, 8, 1], [5, 3, 6], [7, 0, 2]]"
4251,"[[5, 1, 8], [2, 0, 4], [7, 3, 6]]","[[5, 0, 8], [2, 1, 4], [7, 3, 6]]"
4252,"[[5, 1, 8], [4, 0, 6], [2, 7, 3]]","[[5, 0, 8], [4, 1, 6], [2, 7, 3]]"
4253,"[[5, 1, 8], [6, 0, 4], [7, 2, 3]]","[[5, 0, 8], [6, 1, 4], [7, 2, 3]]"
4254,"[[5, 1, 4], [8, 0, 2], [7, 3, 6]]","[[5, 1, 4], [8, 3, 2], [7, 0, 6]]"
4255,"[[5, 1, 6], [2, 0, 3], [4, 8, 7]]","[[5, 1, 6], [2, 3, 0], [4, 8, 7]]"
4256,"[[5, 1, 6], [2, 8, 3], [4, 7, 0]]","[[5, 1, 6], [2, 8, 0], [4, 7, 3]]"
4257,"[[5, 1, 6], [2, 8, 4], [0, 7, 3]]","[[5, 1, 6], [2, 8, 4], [7, 0, 3]]"
4258,"[[5, 1, 6], [0, 4, 3], [7, 8, 2]]","[[5, 1, 6], [4, 0, 3], [7, 8, 2]]"
4259,"[[5, 1, 6], [8, 3, 0], [2, 4, 7]]","[[5, 1, 6], [8, 3, 7], [2, 4, 0]]"
4260,"[[5, 1, 8], [0, 3, 6], [2, 4, 7]]","[[5, 1, 8], [2, 3, 6], [0, 4, 7]]"
4261,"[[5, 1, 8], [4, 0, 6], [2, 7, 3]]","[[5, 1, 8], [4, 6, 0], [2, 7, 3]]"
4262,"[[5, 1, 8], [4, 0, 6], [2, 7, 3]]","[[5, 1, 8], [4, 7, 6], [2, 0, 3]]"
4263,"[[5, 1, 8], [7, 2, 4], [0, 3, 6]]","[[5, 1, 8], [7, 2, 4], [3, 0, 6]]"
4264,"[[5, 1, 8], [7, 6, 4], [0, 2, 3]]","[[5, 1, 8], [7, 6, 4], [2, 0, 3]]"
4265,"[[5, 0, 6], [8, 1, 3], [2, 4, 7]]","[[5, 6, 0], [8, 1, 3], [2, 4, 7]]"
4266,"[[5, 6, 2], [4, 8, 0], [7, 1, 3]]","[[5, 6, 2], [4, 8, 3], [7, 1, 0]]"
4267,"[[5, 8, 4], [2, 1, 6], [7, 0, 3]]","[[5, 8, 4], [2, 1, 6], [7, 3, 0]]"
4268,"[[5, 8, 4], [7, 2, 6], [1, 0, 3]]","[[5, 8, 4], [7, 0, 6], [1, 2, 3]]"
4269,"[[5, 8, 4], [7, 2, 6], [1, 0, 3]]","[[5, 8, 4], [7, 2, 6], [1, 3, 0]]"
4270,"[[5, 8, 6], [4, 2, 3], [7, 0, 1]]","[[5, 8, 6], [4, 0, 3], [7, 2, 1]]"
4271,"[[5, 8, 6], [4, 2, 3], [7, 0, 1]]","[[5, 8, 6], [4, 2, 3], [0, 7, 1]]"
4272,"[[6, 3, 2], [4, 0, 8], [1, 5, 7]]","[[6, 0, 2], [4, 3, 8], [1, 5, 7]]"
4273,"[[6, 8, 0], [4, 2, 3], [1, 5, 7]]","[[6, 0, 8], [4, 2, 3], [1, 5, 7]]"
4274,"[[6, 2, 3], [0, 8, 4], [1, 5, 7]]","[[6, 2, 3], [1, 8, 4], [0, 5, 7]]"
4275,"[[6, 0, 3], [4, 2, 1], [8, 5, 7]]","[[6, 2, 3], [4, 0, 1], [8, 5, 7]]"
4276,"[[6, 2, 3], [8, 4, 0], [1, 5, 7]]","[[6, 2, 3], [8, 4, 7], [1, 5, 0]]"
4277,"[[6, 2, 3], [8, 5, 4], [1, 0, 7]]","[[6, 2, 3], [8, 5, 4], [1, 7, 0]]"
4278,"[[6, 3, 2], [4, 0, 8], [1, 5, 7]]","[[6, 3, 2], [0, 4, 8], [1, 5, 7]]"
4279,"[[6, 3, 2], [4, 8, 7], [1, 5, 0]]","[[6, 3, 2], [4, 8, 7], [1, 0, 5]]"
4280,"[[6, 3, 0], [1, 4, 8], [5, 2, 7]]","[[6, 3, 8], [1, 4, 0], [5, 2, 7]]"
4281,"[[6, 4, 2], [1, 0, 8], [5, 7, 3]]","[[6, 4, 2], [0, 1, 8], [5, 7, 3]]"
4282,"[[6, 4, 2], [1, 0, 8], [5, 7, 3]]","[[6, 4, 2], [1, 7, 8], [5, 0, 3]]"
4283,"[[6, 4, 3], [1, 0, 8], [5, 2, 7]]","[[6, 4, 3], [0, 1, 8], [5, 2, 7]]"
4284,"[[6, 5, 3], [4, 0, 2], [8, 1, 7]]","[[6, 5, 3], [0, 4, 2], [8, 1, 7]]"
4285,"[[6, 8, 3], [4, 5, 2], [0, 1, 7]]","[[6, 8, 3], [0, 5, 2], [4, 1, 7]]"
4286,"[[6, 8, 3], [4, 2, 7], [1, 5, 0]]","[[6, 8, 3], [4, 2, 7], [1, 0, 5]]"
